Time; EkX; EodomX; EcamX; Ykx
1,308;-0,106;-0,171;-0,121;0,050
1,381;-0,106;-0,173;-0,123;0,050
1,435;-0,106;-0,173;-0,123;0,050
1,492;-0,109;-0,175;-0,125;0,050
1,569;-0,110;-0,177;-0,127;0,050
1,624;-0,110;-0,177;-0,127;0,050
1,682;-0,113;-0,178;-0,128;0,050
1,780;-0,114;-0,180;-0,130;0,050
1,841;-0,116;-0,182;-0,132;0,050
1,924;-0,116;-0,182;-0,132;0,050
1,983;-0,117;-0,184;-0,134;0,050
2,036;-0,117;-0,184;-0,134;0,050
2,115;-0,120;-0,186;-0,136;0,050
2,171;-0,121;-0,187;-0,137;0,050
2,229;-0,121;-0,187;-0,137;0,050
2,311;-0,123;-0,189;-0,139;0,050
2,360;-0,125;-0,191;-0,141;0,050
2,413;-0,125;-0,191;-0,141;0,050
2,499;-0,127;-0,193;-0,143;0,050
2,551;-0,128;-0,195;-0,145;0,050
2,608;-0,128;-0,195;-0,145;0,050
2,684;-0,130;-0,196;-0,146;0,050
2,741;-0,132;-0,198;-0,148;0,050
2,795;-0,132;-0,198;-0,148;0,050
2,929;-0,134;-0,200;-0,150;0,050
3,013;-0,135;-0,202;-0,152;0,050
3,099;-0,137;-0,203;-0,153;0,050
3,159;-0,139;-0,205;-0,155;0,050
3,227;-0,139;-0,205;-0,155;0,050
3,303;-0,141;-0,207;-0,157;0,050
3,366;-0,142;-0,209;-0,159;0,050
3,436;-0,142;-0,209;-0,159;0,050
3,523;-0,144;-0,211;-0,161;0,050
3,577;-0,146;-0,212;-0,162;0,050
3,639;-0,148;-0,214;-0,164;0,050
3,722;-0,148;-0,214;-0,164;0,050
3,780;-0,150;-0,216;-0,166;0,050
3,841;-0,151;-0,218;-0,168;0,050
3,916;-0,151;-0,218;-0,168;0,050
3,981;-0,153;-0,219;-0,169;0,050
4,060;-0,155;-0,221;-0,171;0,050
4,159;-0,157;-0,223;-0,173;0,050
4,218;-0,157;-0,223;-0,173;0,050
4,303;-0,159;-0,225;-0,175;0,050
4,359;-0,160;-0,227;-0,177;0,050
4,427;-0,160;-0,227;-0,177;0,050
4,526;-0,162;-0,228;-0,178;0,050
4,589;-0,164;-0,230;-0,180;0,050
4,671;-0,166;-0,232;-0,182;0,050
4,727;-0,166;-0,232;-0,182;0,050
4,782;-0,167;-0,234;-0,184;0,050
4,864;-0,169;-0,235;-0,185;0,050
4,912;-0,169;-0,235;-0,185;0,050
4,977;-0,171;-0,237;-0,187;0,050
5,069;-0,173;-0,239;-0,189;0,050
5,118;-0,173;-0,239;-0,189;0,050
5,186;-0,175;-0,241;-0,191;0,050
5,262;-0,176;-0,243;-0,193;0,050
5,345;-0,178;-0,244;-0,194;0,050
5,438;-0,180;-0,246;-0,196;0,050
5,492;-0,180;-0,246;-0,196;0,050
5,543;-0,182;-0,248;-0,198;0,050
5,625;-0,182;-0,248;-0,198;0,050
5,698;-0,183;-0,250;-0,200;0,050
5,788;-0,185;-0,251;-0,201;0,050
5,844;-0,187;-0,253;-0,203;0,050
5,910;-0,187;-0,253;-0,203;0,050
5,990;-0,189;-0,255;-0,205;0,050
6,050;-0,191;-0,257;-0,207;0,050
6,124;-0,191;-0,257;-0,207;0,050
6,212;-0,192;-0,259;-0,209;0,050
6,277;-0,194;-0,260;-0,210;0,050
6,363;-0,196;-0,262;-0,212;0,050
6,415;-0,196;-0,262;-0,212;0,050
6,473;-0,198;-0,264;-0,214;0,050
6,558;-0,199;-0,266;-0,216;0,050
6,619;-0,199;-0,266;-0,216;0,050
6,668;-0,201;-0,267;-0,217;0,050
6,750;-0,203;-0,269;-0,219;0,050
6,801;-0,203;-0,269;-0,219;0,050
6,863;-0,205;-0,271;-0,221;0,050
6,949;-0,207;-0,273;-0,223;0,050
7,002;-0,207;-0,273;-0,223;0,050
7,075;-0,208;-0,275;-0,225;0,050
7,197;-0,210;-0,276;-0,226;0,050
7,281;-0,212;-0,278;-0,228;0,050
7,417;-0,214;-0,280;-0,230;0,050
7,491;-0,216;-0,282;-0,232;0,050
7,611;-0,217;-0,284;-0,234;0,050
7,671;-0,219;-0,285;-0,235;0,050
7,769;-0,221;-0,287;-0,237;0,050
7,849;-0,223;-0,289;-0,239;0,050
7,960;-0,224;-0,291;-0,241;0,050
8,057;-0,226;-0,292;-0,242;0,050
8,235;-0,228;-0,294;-0,244;0,050
8,326;-0,230;-0,296;-0,246;0,050
8,402;-0,232;-0,298;-0,248;0,050
8,515;-0,233;-0,300;-0,250;0,050
8,591;-0,235;-0,301;-0,251;0,050
8,705;-0,237;-0,303;-0,253;0,050
8,776;-0,239;-0,305;-0,255;0,050
8,875;-0,240;-0,307;-0,257;0,050
8,952;-0,242;-0,308;-0,258;0,050
9,049;-0,244;-0,310;-0,260;0,050
9,130;-0,244;-0,310;-0,260;0,050
9,229;-0,246;-0,312;-0,262;0,050
9,309;-0,248;-0,314;-0,264;0,050
9,402;-0,249;-0,316;-0,266;0,050
9,502;-0,251;-0,317;-0,267;0,050
9,601;-0,253;-0,319;-0,269;0,050
9,685;-0,255;-0,321;-0,271;0,050
9,782;-0,256;-0,323;-0,273;0,050
9,855;-0,258;-0,324;-0,274;0,050
9,940;-0,260;-0,326;-0,276;0,050
10,019;-0,260;-0,326;-0,276;0,050
10,123;-0,262;-0,328;-0,278;0,050
10,219;-0,264;-0,330;-0,280;0,050
10,325;-0,265;-0,332;-0,282;0,050
10,398;-0,267;-0,333;-0,283;0,050
10,493;-0,269;-0,335;-0,285;0,050
10,559;-0,271;-0,337;-0,287;0,050
10,635;-0,271;-0,337;-0,287;0,050
10,695;-0,272;-0,339;-0,289;0,050
10,775;-0,274;-0,340;-0,290;0,050
10,875;-0,276;-0,342;-0,292;0,050
10,951;-0,278;-0,344;-0,294;0,050
11,064;-0,280;-0,346;-0,296;0,050
11,135;-0,280;-0,346;-0,296;0,050
11,239;-0,283;-0,349;-0,299;0,050
11,339;-0,285;-0,351;-0,301;0,050
11,457;-0,287;-0,353;-0,303;0,050
11,547;-0,288;-0,355;-0,305;0,050
11,660;-0,290;-0,357;-0,307;0,050
11,784;-0,292;-0,358;-0,308;0,050
11,941;-0,296;-0,362;-0,312;0,050
12,022;-0,296;-0,362;-0,312;0,050
12,080;-0,297;-0,364;-0,314;0,050
12,165;-0,299;-0,365;-0,315;0,050
12,266;-0,301;-0,367;-0,317;0,050
12,333;-0,301;-0,367;-0,317;0,050
12,419;-0,303;-0,369;-0,319;0,050
12,502;-0,305;-0,371;-0,321;0,050
12,593;-0,306;-0,373;-0,323;0,050
12,655;-0,308;-0,374;-0,324;0,050
12,747;-0,310;-0,376;-0,326;0,050
12,800;-0,310;-0,376;-0,326;0,050
12,869;-0,312;-0,378;-0,328;0,050
12,974;-0,313;-0,380;-0,330;0,050
13,037;-0,315;-0,381;-0,331;0,050
13,116;-0,315;-0,381;-0,331;0,050
13,204;-0,317;-0,383;-0,333;0,050
13,307;-0,319;-0,385;-0,335;0,050
13,382;-0,321;-0,387;-0,337;0,050
13,481;-0,322;-0,389;-0,339;0,050
13,547;-0,324;-0,390;-0,340;0,050
13,627;-0,324;-0,390;-0,340;0,050
13,700;-0,326;-0,392;-0,342;0,050
13,785;-0,328;-0,394;-0,344;0,050
13,842;-0,329;-0,396;-0,346;0,050
13,914;-0,329;-0,396;-0,346;0,050
14,010;-0,331;-0,397;-0,347;0,050
14,085;-0,333;-0,399;-0,349;0,050
14,175;-0,335;-0,401;-0,351;0,050
14,246;-0,337;-0,403;-0,353;0,050
14,330;-0,337;-0,403;-0,353;0,050
14,397;-0,338;-0,405;-0,355;0,050
14,483;-0,340;-0,406;-0,356;0,050
14,545;-0,342;-0,408;-0,358;0,050
14,631;-0,342;-0,408;-0,358;0,050
14,740;-0,345;-0,412;-0,362;0,050
14,795;-0,345;-0,412;-0,362;0,050
14,882;-0,347;-0,413;-0,363;0,050
14,941;-0,349;-0,415;-0,365;0,050
15,008;-0,349;-0,415;-0,365;0,050
15,096;-0,351;-0,417;-0,367;0,050
15,160;-0,353;-0,419;-0,369;0,050
15,237;-0,354;-0,421;-0,371;0,050
15,309;-0,354;-0,421;-0,371;0,050
15,372;-0,356;-0,422;-0,372;0,050
15,457;-0,358;-0,424;-0,374;0,050
15,527;-0,358;-0,424;-0,374;0,050
15,600;-0,360;-0,426;-0,376;0,050
15,666;-0,361;-0,428;-0,378;0,050
15,742;-0,363;-0,429;-0,379;0,050
15,835;-0,363;-0,429;-0,379;0,050
15,902;-0,365;-0,431;-0,381;0,050
15,989;-0,367;-0,433;-0,383;0,050
16,049;-0,369;-0,435;-0,385;0,050
16,115;-0,369;-0,435;-0,385;0,050
16,199;-0,370;-0,437;-0,387;0,050
16,259;-0,372;-0,438;-0,388;0,050
16,322;-0,372;-0,438;-0,388;0,050
16,399;-0,374;-0,440;-0,390;0,050
16,461;-0,376;-0,442;-0,392;0,050
16,522;-0,376;-0,442;-0,392;0,050
16,606;-0,378;-0,444;-0,394;0,050
16,663;-0,379;-0,446;-0,396;0,050
16,720;-0,379;-0,446;-0,396;0,050
16,795;-0,381;-0,447;-0,397;0,050
16,862;-0,383;-0,449;-0,399;0,050
16,924;-0,383;-0,449;-0,399;0,050
17,012;-0,385;-0,451;-0,401;0,050
17,086;-0,386;-0,453;-0,403;0,050
17,198;-0,388;-0,454;-0,404;0,050
17,283;-0,390;-0,456;-0,406;0,050
17,391;-0,392;-0,458;-0,408;0,050
17,462;-0,394;-0,460;-0,410;0,050
17,550;-0,395;-0,462;-0,412;0,050
17,633;-0,395;-0,462;-0,412;0,050
17,718;-0,397;-0,463;-0,413;0,050
17,785;-0,399;-0,465;-0,415;0,050
0,036;-0,401;-0,467;-0,417;0,050
0,115;-0,401;-0,467;-0,417;0,050
0,211;-0,084;-0,150;-0,100;0,050
0,291;-0,086;-0,152;-0,102;0,050
0,382;-0,087;-0,154;-0,104;0,050
0,470;-0,089;-0,155;-0,105;0,050
0,548;-0,091;-0,157;-0,107;0,050
0,615;-0,091;-0,157;-0,107;0,050
0,703;-0,093;-0,159;-0,109;0,050
0,803;-0,094;-0,161;-0,111;0,050
0,862;-0,096;-0,162;-0,112;0,050
0,945;-0,096;-0,162;-0,112;0,050
1,003;-0,098;-0,164;-0,114;0,050
1,070;-0,100;-0,166;-0,116;0,050
1,151;-0,102;-0,168;-0,118;0,050
1,203;-0,102;-0,168;-0,118;0,050
1,262;-0,103;-0,170;-0,120;0,050
1,341;-0,103;-0,170;-0,120;0,050
1,419;-0,105;-0,171;-0,121;0,050
1,512;-0,107;-0,173;-0,123;0,050
1,577;-0,109;-0,175;-0,125;0,050
1,687;-0,110;-0,177;-0,127;0,050
1,761;-0,112;-0,178;-0,128;0,050
1,855;-0,114;-0,180;-0,130;0,050
1,937;-0,114;-0,180;-0,130;0,050
2,018;-0,116;-0,182;-0,132;0,050
2,077;-0,118;-0,184;-0,134;0,050
2,147;-0,119;-0,186;-0,136;0,050
2,231;-0,119;-0,186;-0,136;0,050
0,037;-0,121;-0,187;-0,137;0,050
0,104;-0,121;-0,187;-0,137;0,050
0,169;-0,084;-0,150;-0,100;0,050
0,278;-0,087;-0,154;-0,104;0,050
0,355;-0,091;-0,157;-0,107;0,050
0,442;-0,091;-0,157;-0,107;0,050
0,512;-0,094;-0,161;-0,111;0,050
0,591;-0,098;-0,164;-0,114;0,050
0,654;-0,101;-0,168;-0,118;0,050
0,725;-0,101;-0,168;-0,118;0,050
0,804;-0,105;-0,171;-0,121;0,050
0,866;-0,108;-0,175;-0,125;0,050
0,932;-0,108;-0,175;-0,125;0,050
1,004;-0,112;-0,178;-0,128;0,050
1,062;-0,115;-0,182;-0,132;0,050
1,119;-0,115;-0,182;-0,132;0,050
1,198;-0,119;-0,185;-0,135;0,050
1,251;-0,122;-0,188;-0,138;0,050
1,309;-0,122;-0,188;-0,138;0,050
1,380;-0,125;-0,192;-0,142;0,050
1,441;-0,125;-0,192;-0,142;0,050
1,507;-0,129;-0,195;-0,145;0,050
1,607;-0,132;-0,198;-0,148;0,050
1,684;-0,135;-0,201;-0,151;0,050
1,781;-0,138;-0,204;-0,154;0,050
1,845;-0,141;-0,207;-0,157;0,050
1,934;-0,141;-0,207;-0,157;0,050
1,990;-0,144;-0,210;-0,160;0,050
2,063;-0,147;-0,213;-0,163;0,050
2,170;-0,150;-0,216;-0,166;0,050
2,236;-0,150;-0,216;-0,166;0,050
2,322;-0,152;-0,218;-0,168;0,050
2,391;-0,155;-0,221;-0,171;0,050
2,467;-0,157;-0,224;-0,174;0,050
2,534;-0,157;-0,224;-0,174;0,050
2,621;-0,160;-0,226;-0,176;0,050
2,698;-0,162;-0,228;-0,178;0,050
2,761;-0,164;-0,231;-0,181;0,050
2,839;-0,164;-0,231;-0,181;0,050
2,934;-0,167;-0,233;-0,183;0,050
3,002;-0,169;-0,235;-0,185;0,050
3,106;-0,170;-0,237;-0,187;0,050
3,171;-0,172;-0,239;-0,189;0,050
3,255;-0,174;-0,240;-0,190;0,050
3,322;-0,174;-0,240;-0,190;0,050
3,402;-0,176;-0,242;-0,192;0,050
3,469;-0,177;-0,243;-0,193;0,050
3,552;-0,178;-0,245;-0,195;0,050
3,653;-0,180;-0,246;-0,196;0,050
3,711;-0,180;-0,246;-0,196;0,050
3,792;-0,181;-0,247;-0,197;0,050
3,859;-0,182;-0,248;-0,198;0,050
3,918;-0,182;-0,248;-0,198;0,050
4,004;-0,183;-0,249;-0,199;0,050
4,066;-0,184;-0,250;-0,200;0,050
4,131;-0,184;-0,250;-0,200;0,050
4,229;-0,184;-0,250;-0,200;0,050
4,302;-0,185;-0,251;-0,201;0,050
4,399;-0,185;-0,251;-0,201;0,050
4,482;-0,185;-0,252;-0,202;0,050
4,590;-0,186;-0,252;-0,202;0,050
4,655;-0,186;-0,252;-0,202;0,050
4,748;-0,185;-0,252;-0,202;0,050
4,809;-0,185;-0,252;-0,202;0,050
4,898;-0,185;-0,251;-0,201;0,050
4,961;-0,185;-0,251;-0,201;0,050
5,044;-0,185;-0,251;-0,201;0,050
5,102;-0,184;-0,251;-0,201;0,050
5,167;-0,184;-0,250;-0,200;0,050
5,239;-0,184;-0,250;-0,200;0,050
5,293;-0,183;-0,249;-0,199;0,050
5,354;-0,182;-0,248;-0,198;0,050
5,438;-0,182;-0,248;-0,198;0,050
5,495;-0,181;-0,247;-0,197;0,050
5,559;-0,180;-0,246;-0,196;0,050
5,654;-0,179;-0,245;-0,195;0,050
5,716;-0,179;-0,245;-0,195;0,050
5,804;-0,177;-0,244;-0,194;0,050
5,876;-0,176;-0,242;-0,192;0,050
5,966;-0,174;-0,241;-0,191;0,050
6,023;-0,174;-0,241;-0,191;0,050
6,085;-0,173;-0,239;-0,189;0,050
6,161;-0,171;-0,237;-0,187;0,050
6,216;-0,171;-0,237;-0,187;0,050
6,272;-0,169;-0,235;-0,185;0,050
6,362;-0,167;-0,233;-0,183;0,050
6,427;-0,167;-0,233;-0,183;0,050
6,503;-0,165;-0,231;-0,181;0,050
6,578;-0,163;-0,229;-0,179;0,050
6,666;-0,160;-0,227;-0,177;0,050
6,735;-0,160;-0,227;-0,177;0,050
6,828;-0,158;-0,224;-0,174;0,050
6,889;-0,155;-0,222;-0,172;0,050
6,966;-0,153;-0,219;-0,169;0,050
7,047;-0,150;-0,216;-0,166;0,050
7,134;-0,150;-0,216;-0,166;0,050
7,196;-0,147;-0,214;-0,164;0,050
7,293;-0,145;-0,211;-0,161;0,050
7,360;-0,142;-0,208;-0,158;0,050
7,454;-0,139;-0,205;-0,155;0,050
7,516;-0,139;-0,205;-0,155;0,050
7,598;-0,136;-0,202;-0,152;0,050
7,657;-0,133;-0,199;-0,149;0,050
7,727;-0,133;-0,199;-0,149;0,050
7,816;-0,129;-0,196;-0,146;0,050
7,893;-0,126;-0,192;-0,142;0,050
7,986;-0,123;-0,189;-0,139;0,050
8,042;-0,123;-0,189;-0,139;0,050
8,123;-0,120;-0,186;-0,136;0,050
8,186;-0,116;-0,182;-0,132;0,050
8,245;-0,113;-0,179;-0,129;0,050
8,327;-0,113;-0,179;-0,129;0,050
8,392;-0,109;-0,176;-0,126;0,050
8,464;-0,106;-0,172;-0,122;0,050
8,570;-0,102;-0,169;-0,119;0,050
8,656;-0,099;-0,165;-0,115;0,050
8,756;-0,095;-0,162;-0,112;0,050
8,825;-0,095;-0,162;-0,112;0,050
8,931;-0,092;-0,158;-0,108;0,050
8,998;-0,088;-0,154;-0,104;0,050
9,085;-0,085;-0,151;-0,101;0,050
9,158;-0,081;-0,147;-0,097;0,050
9,258;-0,077;-0,144;-0,094;0,050
9,320;-0,077;-0,144;-0,094;0,050
9,413;-0,074;-0,140;-0,090;0,050
9,476;-0,070;-0,137;-0,087;0,050
9,569;-0,067;-0,133;-0,083;0,050
9,651;-0,063;-0,130;-0,080;0,050
9,741;-0,063;-0,130;-0,080;0,050
9,808;-0,060;-0,126;-0,076;0,050
9,920;-0,057;-0,123;-0,073;0,050
10,002;-0,053;-0,119;-0,069;0,050
10,087;-0,050;-0,116;-0,066;0,050
10,165;-0,047;-0,113;-0,063;0,050
10,315;-0,043;-0,109;-0,059;0,050
10,441;-0,040;-0,106;-0,056;0,050
10,518;-0,037;-0,103;-0,053;0,050
10,618;-0,034;-0,100;-0,050;0,050
10,681;-0,031;-0,097;-0,047;0,050
10,760;-0,028;-0,094;-0,044;0,050
10,829;-0,028;-0,094;-0,044;0,050
10,970;-0,022;-0,088;-0,038;0,050
11,124;-0,019;-0,086;-0,036;0,050
11,342;-0,014;-0,081;-0,031;0,050
11,443;-0,012;-0,078;-0,028;0,050
11,530;-0,009;-0,076;-0,026;0,050
11,628;-0,007;-0,073;-0,023;0,050
11,706;-0,005;-0,071;-0,021;0,050
11,810;-0,003;-0,069;-0,019;0,050
11,882;-0,001;-0,067;-0,017;0,050
11,975;0,001;-0,065;-0,015;0,050
12,035;0,001;-0,065;-0,015;0,050
12,115;0,003;-0,064;-0,014;0,050
12,189;0,004;-0,062;-0,012;0,050
12,270;0,006;-0,061;-0,011;0,050
12,324;0,006;-0,061;-0,011;0,050
12,393;0,007;-0,059;-0,009;0,050
12,494;0,008;-0,058;-0,008;0,050
12,603;0,010;-0,057;-0,007;0,050
12,726;0,011;-0,056;-0,006;0,050
12,802;0,011;-0,055;-0,005;0,050
12,894;0,012;-0,054;-0,004;0,050
12,982;0,013;-0,053;-0,003;0,050
13,315;0,014;-0,052;-0,002;0,050
13,591;0,014;-0,052;-0,002;0,050
13,866;0,013;-0,053;-0,003;0,050
14,094;0,012;-0,054;-0,004;0,050
14,268;0,010;-0,056;-0,006;0,050
14,365;0,009;-0,057;-0,007;0,050
14,438;0,009;-0,057;-0,007;0,050
14,568;0,007;-0,060;-0,010;0,050
14,692;0,005;-0,061;-0,011;0,050
14,803;0,004;-0,063;-0,013;0,050
14,893;0,002;-0,064;-0,014;0,050
15,054;-0,002;-0,068;-0,018;0,050
15,327;-0,006;-0,072;-0,022;0,050
15,447;-0,010;-0,076;-0,026;0,050
15,512;-0,010;-0,076;-0,026;0,050
15,602;-0,013;-0,079;-0,029;0,050
15,674;-0,015;-0,081;-0,031;0,050
15,835;-0,018;-0,084;-0,034;0,050
15,932;-0,020;-0,087;-0,037;0,050
16,050;-0,026;-0,092;-0,042;0,050
16,131;-0,026;-0,092;-0,042;0,050
16,185;-0,029;-0,095;-0,045;0,050
16,262;-0,032;-0,098;-0,048;0,050
16,350;-0,035;-0,101;-0,051;0,050
16,410;-0,035;-0,101;-0,051;0,050
16,511;-0,038;-0,104;-0,054;0,050
16,643;-0,041;-0,107;-0,057;0,050
16,725;-0,044;-0,110;-0,060;0,050
16,826;-0,047;-0,114;-0,064;0,050
16,908;-0,051;-0,117;-0,067;0,050
16,993;-0,054;-0,120;-0,070;0,050
17,062;-0,058;-0,124;-0,074;0,050
17,142;-0,058;-0,124;-0,074;0,050
17,199;-0,061;-0,127;-0,077;0,050
17,305;-0,064;-0,131;-0,081;0,050
17,446;-0,071;-0,138;-0,088;0,050
17,549;-0,075;-0,141;-0,091;0,050
17,654;-0,079;-0,145;-0,095;0,050
17,767;-0,082;-0,148;-0,098;0,050
17,920;-0,086;-0,152;-0,102;0,050
18,058;-0,093;-0,159;-0,109;0,050
18,190;-0,096;-0,163;-0,113;0,050
18,369;-0,103;-0,170;-0,120;0,050
18,520;-0,107;-0,173;-0,123;0,050
18,680;-0,114;-0,180;-0,130;0,050
18,792;-0,117;-0,183;-0,133;0,050
18,898;-0,121;-0,187;-0,137;0,050
18,976;-0,124;-0,190;-0,140;0,050
19,046;-0,127;-0,193;-0,143;0,050
19,163;-0,130;-0,197;-0,147;0,050
19,292;-0,133;-0,200;-0,150;0,050
19,391;-0,137;-0,203;-0,153;0,050
19,512;-0,140;-0,206;-0,156;0,050
19,585;-0,143;-0,209;-0,159;0,050
19,671;-0,145;-0,212;-0,162;0,050
19,825;-0,148;-0,214;-0,164;0,050
20,025;-0,154;-0,220;-0,170;0,050
20,159;-0,159;-0,225;-0,175;0,050
20,222;-0,159;-0,225;-0,175;0,050
20,321;-0,161;-0,227;-0,177;0,050
20,419;-0,163;-0,230;-0,180;0,050
20,497;-0,166;-0,232;-0,182;0,050
20,558;-0,168;-0,234;-0,184;0,050
20,634;-0,168;-0,234;-0,184;0,050
20,730;-0,170;-0,236;-0,186;0,050
20,793;-0,171;-0,238;-0,188;0,050
20,877;-0,173;-0,239;-0,189;0,050
20,977;-0,175;-0,241;-0,191;0,050
21,100;-0,176;-0,243;-0,193;0,050
21,213;-0,178;-0,244;-0,194;0,050
21,297;-0,179;-0,245;-0,195;0,050
21,400;-0,180;-0,247;-0,197;0,050
21,534;-0,181;-0,248;-0,198;0,050
21,686;-0,183;-0,249;-0,199;0,050
21,836;-0,184;-0,250;-0,200;0,050
21,931;-0,184;-0,251;-0,201;0,050
22,019;-0,185;-0,251;-0,201;0,050
22,094;-0,185;-0,252;-0,202;0,050
22,157;-0,185;-0,252;-0,202;0,050
22,311;-0,186;-0,252;-0,202;0,050
22,420;-0,185;-0,252;-0,202;0,050
22,522;-0,185;-0,252;-0,202;0,050
22,620;-0,185;-0,251;-0,201;0,050
22,699;-0,185;-0,251;-0,201;0,050
22,775;-0,184;-0,250;-0,200;0,050
22,835;-0,184;-0,250;-0,200;0,050
22,906;-0,183;-0,250;-0,200;0,050
22,994;-0,183;-0,249;-0,199;0,050
23,090;-0,182;-0,248;-0,198;0,050
23,254;-0,179;-0,246;-0,196;0,050
23,421;-0,178;-0,244;-0,194;0,050
23,566;-0,175;-0,241;-0,191;0,050
23,622;-0,175;-0,241;-0,191;0,050
23,724;-0,174;-0,240;-0,190;0,050
23,814;-0,172;-0,238;-0,188;0,050
23,937;-0,170;-0,236;-0,186;0,050
24,018;-0,168;-0,234;-0,184;0,050
24,123;-0,166;-0,232;-0,182;0,050
24,186;-0,164;-0,230;-0,180;0,050
24,271;-0,161;-0,228;-0,178;0,050
24,336;-0,161;-0,228;-0,178;0,050
24,425;-0,159;-0,225;-0,175;0,050
24,511;-0,157;-0,223;-0,173;0,050
24,616;-0,154;-0,220;-0,170;0,050
24,867;-0,146;-0,212;-0,162;0,050
25,083;-0,140;-0,206;-0,156;0,050
25,190;-0,137;-0,203;-0,153;0,050
25,270;-0,134;-0,200;-0,150;0,050
25,418;-0,131;-0,197;-0,147;0,050
25,554;-0,124;-0,191;-0,141;0,050
25,664;-0,121;-0,187;-0,137;0,050
25,888;-0,114;-0,181;-0,131;0,050
26,045;-0,107;-0,174;-0,124;0,050
26,157;-0,104;-0,170;-0,120;0,050
26,231;-0,104;-0,170;-0,120;0,050
26,308;-0,100;-0,167;-0,117;0,050
26,368;-0,097;-0,163;-0,113;0,050
26,444;-0,097;-0,163;-0,113;0,050
26,521;-0,093;-0,160;-0,110;0,050
26,629;-0,090;-0,156;-0,106;0,050
26,789;-0,083;-0,149;-0,099;0,050
26,919;-0,079;-0,145;-0,095;0,050
27,011;-0,076;-0,142;-0,092;0,050
27,125;-0,072;-0,138;-0,088;0,050
27,216;-0,069;-0,135;-0,085;0,050
27,292;-0,065;-0,131;-0,081;0,050
27,351;-0,062;-0,128;-0,078;0,050
27,440;-0,062;-0,128;-0,078;0,050
27,527;-0,058;-0,124;-0,074;0,050
27,595;-0,055;-0,121;-0,071;0,050
27,764;-0,048;-0,114;-0,064;0,050
27,902;-0,045;-0,111;-0,061;0,050
28,003;-0,042;-0,108;-0,058;0,050
28,159;-0,035;-0,102;-0,052;0,050
28,394;-0,029;-0,095;-0,045;0,050
28,620;-0,024;-0,090;-0,040;0,050
28,868;-0,015;-0,082;-0,032;0,050
28,981;-0,013;-0,079;-0,029;0,050
29,058;-0,011;-0,077;-0,027;0,050
29,152;-0,008;-0,075;-0,025;0,050
29,238;-0,008;-0,075;-0,025;0,050
29,337;-0,006;-0,072;-0,022;0,050
29,394;-0,004;-0,070;-0,020;0,050
29,492;-0,002;-0,068;-0,018;0,050
29,569;0,000;-0,066;-0,016;0,050
29,661;0,002;-0,064;-0,014;0,050
29,754;0,003;-0,063;-0,013;0,050
29,845;0,005;-0,061;-0,011;0,050
29,916;0,005;-0,061;-0,011;0,050
30,029;0,006;-0,060;-0,010;0,050
30,104;0,008;-0,058;-0,008;0,050
30,222;0,009;-0,057;-0,007;0,050
30,326;0,010;-0,056;-0,006;0,050
30,448;0,012;-0,054;-0,004;0,050
30,528;0,012;-0,054;-0,004;0,050
30,626;0,013;-0,054;-0,004;0,050
30,707;0,013;-0,053;-0,003;0,050
30,845;0,014;-0,052;-0,002;0,050
30,912;0,014;-0,052;-0,002;0,050
31,026;0,014;-0,052;-0,002;0,050
31,202;0,014;-0,052;-0,002;0,050
31,329;0,014;-0,052;-0,002;0,050
31,397;0,014;-0,052;-0,002;0,050
31,485;0,014;-0,053;-0,003;0,050
31,560;0,013;-0,053;-0,003;0,050
31,666;0,012;-0,054;-0,004;0,050
31,749;0,012;-0,055;-0,005;0,050
31,868;0,011;-0,055;-0,005;0,050
31,951;0,010;-0,057;-0,007;0,050
32,077;0,009;-0,058;-0,008;0,050
32,139;0,009;-0,058;-0,008;0,050
32,222;0,007;-0,059;-0,009;0,050
32,321;0,006;-0,060;-0,010;0,050
32,415;0,004;-0,062;-0,012;0,050
32,476;0,003;-0,063;-0,013;0,050
32,572;0,001;-0,065;-0,015;0,050
32,631;0,001;-0,065;-0,015;0,050
32,746;-0,003;-0,069;-0,019;0,050
32,826;-0,003;-0,069;-0,019;0,050
32,905;-0,005;-0,071;-0,021;0,050
32,971;-0,007;-0,073;-0,023;0,050
33,046;-0,009;-0,075;-0,025;0,050
33,148;-0,011;-0,078;-0,028;0,050
33,233;-0,011;-0,078;-0,028;0,050
33,359;-0,016;-0,083;-0,033;0,050
33,431;-0,016;-0,083;-0,033;0,050
33,519;-0,019;-0,085;-0,035;0,050
33,599;-0,022;-0,088;-0,038;0,050
33,682;-0,024;-0,091;-0,041;0,050
33,752;-0,027;-0,094;-0,044;0,050
33,858;-0,030;-0,097;-0,047;0,050
33,922;-0,030;-0,097;-0,047;0,050
34,008;-0,033;-0,100;-0,050;0,050
34,082;-0,036;-0,103;-0,053;0,050
34,164;-0,039;-0,106;-0,056;0,050
34,237;-0,039;-0,106;-0,056;0,050
34,329;-0,043;-0,109;-0,059;0,050
34,390;-0,046;-0,112;-0,062;0,050
34,500;-0,049;-0,115;-0,065;0,050
34,583;-0,053;-0,119;-0,069;0,050
34,701;-0,056;-0,122;-0,072;0,050
34,790;-0,059;-0,126;-0,076;0,050
34,908;-0,063;-0,129;-0,079;0,050
35,001;-0,066;-0,133;-0,083;0,050
35,114;-0,070;-0,136;-0,086;0,050
35,203;-0,073;-0,140;-0,090;0,050
35,323;-0,077;-0,143;-0,093;0,050
