Time; EkX; EodomX; EcamX; Ykx
35,423;-0,080;-0,147;-0,097;0,050
35,520;-0,084;-0,150;-0,100;0,050
35,584;-0,088;-0,154;-0,104;0,050
35,691;-0,091;-0,157;-0,107;0,050
35,762;-0,095;-0,161;-0,111;0,050
35,856;-0,098;-0,164;-0,114;0,050
35,949;-0,102;-0,168;-0,118;0,050
36,045;-0,105;-0,171;-0,121;0,050
36,122;-0,105;-0,171;-0,121;0,050
36,251;-0,112;-0,178;-0,128;0,050
36,320;-0,112;-0,178;-0,128;0,050
36,429;-0,116;-0,182;-0,132;0,050
36,514;-0,119;-0,185;-0,135;0,050
36,605;-0,122;-0,188;-0,138;0,050
36,671;-0,126;-0,192;-0,142;0,050
36,781;-0,129;-0,195;-0,145;0,050
36,848;-0,132;-0,198;-0,148;0,050
36,928;-0,132;-0,198;-0,148;0,050
37,007;-0,135;-0,201;-0,151;0,050
37,097;-0,138;-0,204;-0,154;0,050
37,162;-0,141;-0,207;-0,157;0,050
37,254;-0,144;-0,210;-0,160;0,050
37,317;-0,144;-0,210;-0,160;0,050
37,416;-0,147;-0,213;-0,163;0,050
37,502;-0,150;-0,216;-0,166;0,050
37,599;-0,152;-0,219;-0,169;0,050
37,677;-0,155;-0,221;-0,171;0,050
37,776;-0,158;-0,224;-0,174;0,050
37,846;-0,160;-0,226;-0,176;0,050
37,944;-0,160;-0,226;-0,176;0,050
38,024;-0,162;-0,228;-0,178;0,050
38,108;-0,164;-0,231;-0,181;0,050
38,185;-0,167;-0,233;-0,183;0,050
38,295;-0,169;-0,235;-0,185;0,050
38,357;-0,171;-0,237;-0,187;0,050
38,446;-0,172;-0,239;-0,189;0,050
38,524;-0,172;-0,239;-0,189;0,050
38,604;-0,174;-0,240;-0,190;0,050
38,681;-0,176;-0,242;-0,192;0,050
38,784;-0,177;-0,243;-0,193;0,050
38,849;-0,179;-0,245;-0,195;0,050
38,957;-0,180;-0,246;-0,196;0,050
39,039;-0,180;-0,246;-0,196;0,050
39,133;-0,181;-0,247;-0,197;0,050
39,201;-0,182;-0,248;-0,198;0,050
39,300;-0,183;-0,249;-0,199;0,050
39,365;-0,184;-0,250;-0,200;0,050
39,447;-0,184;-0,250;-0,200;0,050
39,529;-0,184;-0,250;-0,200;0,050
39,614;-0,185;-0,251;-0,201;0,050
39,678;-0,185;-0,251;-0,201;0,050
39,760;-0,185;-0,252;-0,202;0,050
39,836;-0,185;-0,252;-0,202;0,050
39,899;-0,186;-0,252;-0,202;0,050
39,990;-0,186;-0,252;-0,202;0,050
40,076;-0,185;-0,252;-0,202;0,050
40,130;-0,185;-0,252;-0,202;0,050
40,202;-0,185;-0,251;-0,201;0,050
40,283;-0,185;-0,251;-0,201;0,050
40,347;-0,184;-0,251;-0,201;0,050
40,433;-0,184;-0,251;-0,201;0,050
40,515;-0,184;-0,250;-0,200;0,050
40,581;-0,183;-0,249;-0,199;0,050
40,651;-0,182;-0,248;-0,198;0,050
40,731;-0,182;-0,248;-0,198;0,050
40,791;-0,181;-0,247;-0,197;0,050
40,908;-0,180;-0,246;-0,196;0,050
41,054;-0,177;-0,244;-0,194;0,050
41,130;-0,177;-0,244;-0,194;0,050
41,202;-0,176;-0,242;-0,192;0,050
41,273;-0,174;-0,241;-0,191;0,050
41,344;-0,174;-0,241;-0,191;0,050
41,421;-0,173;-0,239;-0,189;0,050
41,485;-0,171;-0,237;-0,187;0,050
41,558;-0,169;-0,235;-0,185;0,050
41,646;-0,167;-0,233;-0,183;0,050
41,752;-0,165;-0,231;-0,181;0,050
41,846;-0,163;-0,229;-0,179;0,050
41,931;-0,163;-0,229;-0,179;0,050
42,027;-0,160;-0,226;-0,176;0,050
42,122;-0,158;-0,224;-0,174;0,050
42,222;-0,155;-0,222;-0,172;0,050
42,297;-0,153;-0,219;-0,169;0,050
42,414;-0,150;-0,216;-0,166;0,050
42,482;-0,147;-0,213;-0,163;0,050
42,584;-0,144;-0,211;-0,161;0,050
42,670;-0,141;-0,208;-0,158;0,050
42,768;-0,139;-0,205;-0,155;0,050
42,829;-0,139;-0,205;-0,155;0,050
42,925;-0,135;-0,202;-0,152;0,050
42,993;-0,132;-0,199;-0,149;0,050
43,092;-0,129;-0,195;-0,145;0,050
43,184;-0,126;-0,192;-0,142;0,050
43,276;-0,123;-0,189;-0,139;0,050
43,347;-0,119;-0,186;-0,136;0,050
43,445;-0,116;-0,182;-0,132;0,050
43,505;-0,116;-0,182;-0,132;0,050
43,599;-0,113;-0,179;-0,129;0,050
43,671;-0,109;-0,175;-0,125;0,050
43,747;-0,106;-0,172;-0,122;0,050
43,805;-0,106;-0,172;-0,122;0,050
43,879;-0,102;-0,168;-0,118;0,050
43,963;-0,099;-0,165;-0,115;0,050
44,031;-0,099;-0,165;-0,115;0,050
44,115;-0,095;-0,161;-0,111;0,050
44,173;-0,092;-0,158;-0,108;0,050
44,242;-0,092;-0,158;-0,108;0,050
44,348;-0,084;-0,151;-0,101;0,050
44,418;-0,084;-0,151;-0,101;0,050
44,515;-0,081;-0,147;-0,097;0,050
44,590;-0,077;-0,144;-0,094;0,050
44,683;-0,074;-0,140;-0,090;0,050
44,750;-0,070;-0,136;-0,086;0,050
44,846;-0,067;-0,133;-0,083;0,050
44,930;-0,067;-0,133;-0,083;0,050
45,006;-0,063;-0,129;-0,079;0,050
45,094;-0,060;-0,126;-0,076;0,050
45,176;-0,056;-0,123;-0,073;0,050
45,247;-0,053;-0,119;-0,069;0,050
45,338;-0,053;-0,119;-0,069;0,050
45,403;-0,050;-0,116;-0,066;0,050
45,483;-0,046;-0,113;-0,063;0,050
45,550;-0,043;-0,109;-0,059;0,050
45,607;-0,043;-0,109;-0,059;0,050
45,679;-0,040;-0,106;-0,056;0,050
45,746;-0,037;-0,103;-0,053;0,050
45,817;-0,037;-0,103;-0,053;0,050
45,892;-0,034;-0,100;-0,050;0,050
45,962;-0,031;-0,097;-0,047;0,050
46,052;-0,028;-0,094;-0,044;0,050
46,146;-0,025;-0,091;-0,041;0,050
46,205;-0,025;-0,091;-0,041;0,050
46,280;-0,022;-0,088;-0,038;0,050
46,333;-0,022;-0,088;-0,038;0,050
46,397;-0,019;-0,086;-0,036;0,050
46,471;-0,017;-0,083;-0,033;0,050
46,535;-0,017;-0,083;-0,033;0,050
46,598;-0,014;-0,080;-0,030;0,050
46,669;-0,012;-0,078;-0,028;0,050
46,744;-0,012;-0,078;-0,028;0,050
46,834;-0,009;-0,076;-0,026;0,050
46,914;-0,007;-0,073;-0,023;0,050
46,975;-0,005;-0,071;-0,021;0,050
47,051;-0,003;-0,069;-0,019;0,050
47,145;-0,001;-0,067;-0,017;0,050
47,205;-0,001;-0,067;-0,017;0,050
47,304;0,001;-0,065;-0,015;0,050
47,365;0,003;-0,064;-0,014;0,050
47,456;0,004;-0,062;-0,012;0,050
47,527;0,004;-0,062;-0,012;0,050
47,603;0,006;-0,060;-0,010;0,050
47,706;0,007;-0,059;-0,009;0,050
47,811;0,008;-0,058;-0,008;0,050
47,887;0,010;-0,057;-0,007;0,050
47,973;0,011;-0,056;-0,006;0,050
48,051;0,012;-0,055;-0,005;0,050
48,136;0,012;-0,055;-0,005;0,050
48,204;0,012;-0,054;-0,004;0,050
48,294;0,013;-0,053;-0,003;0,050
48,359;0,014;-0,053;-0,003;0,050
48,444;0,014;-0,053;-0,003;0,050
48,510;0,014;-0,052;-0,002;0,050
48,601;0,014;-0,052;-0,002;0,050
48,686;0,014;-0,052;-0,002;0,050
48,790;0,014;-0,052;-0,002;0,050
48,847;0,014;-0,052;-0,002;0,050
48,931;0,014;-0,052;-0,002;0,050
48,993;0,014;-0,052;-0,002;0,050
49,054;0,014;-0,052;-0,002;0,050
49,151;0,013;-0,053;-0,003;0,050
49,226;0,013;-0,053;-0,003;0,050
49,307;0,013;-0,053;-0,003;0,050
49,371;0,012;-0,054;-0,004;0,050
49,439;0,012;-0,054;-0,004;0,050
49,519;0,011;-0,055;-0,005;0,050
49,583;0,010;-0,056;-0,006;0,050
49,655;0,009;-0,057;-0,007;0,050
49,731;0,009;-0,057;-0,007;0,050
49,794;0,008;-0,058;-0,008;0,050
49,865;0,007;-0,060;-0,010;0,050
49,939;0,007;-0,060;-0,010;0,050
50,002;0,005;-0,061;-0,011;0,050
50,080;0,004;-0,063;-0,013;0,050
50,179;0,002;-0,064;-0,014;0,050
50,256;0,000;-0,066;-0,016;0,050
50,342;0,000;-0,066;-0,016;0,050
50,406;-0,002;-0,068;-0,018;0,050
50,482;-0,004;-0,070;-0,020;0,050
50,548;-0,006;-0,072;-0,022;0,050
50,613;-0,006;-0,072;-0,022;0,050
50,703;-0,008;-0,074;-0,024;0,050
50,774;-0,010;-0,077;-0,027;0,050
50,861;-0,013;-0,079;-0,029;0,050
50,922;-0,013;-0,079;-0,029;0,050
50,989;-0,015;-0,081;-0,031;0,050
51,072;-0,018;-0,084;-0,034;0,050
51,129;-0,018;-0,084;-0,034;0,050
51,201;-0,020;-0,087;-0,037;0,050
51,279;-0,023;-0,089;-0,039;0,050
51,345;-0,023;-0,089;-0,039;0,050
51,421;-0,026;-0,092;-0,042;0,050
51,516;-0,029;-0,095;-0,045;0,050
51,682;-0,035;-0,101;-0,051;0,050
51,810;-0,038;-0,104;-0,054;0,050
51,883;-0,041;-0,107;-0,057;0,050
51,967;-0,044;-0,111;-0,061;0,050
52,023;-0,044;-0,111;-0,061;0,050
52,080;-0,048;-0,114;-0,064;0,050
52,168;-0,051;-0,117;-0,067;0,050
52,239;-0,051;-0,117;-0,067;0,050
52,311;-0,054;-0,121;-0,071;0,050
52,439;-0,058;-0,124;-0,074;0,050
52,530;-0,061;-0,127;-0,077;0,050
52,594;-0,065;-0,131;-0,081;0,050
52,671;-0,068;-0,134;-0,084;0,050
52,740;-0,068;-0,134;-0,084;0,050
52,799;-0,072;-0,138;-0,088;0,050
52,877;-0,075;-0,141;-0,091;0,050
52,950;-0,079;-0,145;-0,095;0,050
53,050;-0,082;-0,149;-0,099;0,050
53,121;-0,082;-0,149;-0,099;0,050
53,218;-0,086;-0,152;-0,102;0,050
53,275;-0,089;-0,156;-0,106;0,050
53,353;-0,093;-0,159;-0,109;0,050
53,431;-0,093;-0,159;-0,109;0,050
53,504;-0,097;-0,163;-0,113;0,050
53,592;-0,100;-0,166;-0,116;0,050
53,721;-0,104;-0,170;-0,120;0,050
53,785;-0,107;-0,173;-0,123;0,050
53,863;-0,111;-0,177;-0,127;0,050
53,926;-0,111;-0,177;-0,127;0,050
53,981;-0,114;-0,180;-0,130;0,050
54,081;-0,117;-0,184;-0,134;0,050
54,145;-0,121;-0,187;-0,137;0,050
54,217;-0,121;-0,187;-0,137;0,050
54,288;-0,124;-0,190;-0,140;0,050
54,366;-0,127;-0,193;-0,143;0,050
54,452;-0,130;-0,197;-0,147;0,050
54,514;-0,130;-0,197;-0,147;0,050
54,587;-0,134;-0,200;-0,150;0,050
54,660;-0,137;-0,203;-0,153;0,050
54,732;-0,137;-0,203;-0,153;0,050
54,815;-0,140;-0,206;-0,156;0,050
54,907;-0,143;-0,209;-0,159;0,050
54,967;-0,146;-0,212;-0,162;0,050
55,060;-0,148;-0,215;-0,165;0,050
55,127;-0,148;-0,215;-0,165;0,050
55,205;-0,151;-0,217;-0,167;0,050
55,285;-0,154;-0,220;-0,170;0,050
55,364;-0,156;-0,223;-0,173;0,050
55,423;-0,156;-0,223;-0,173;0,050
55,511;-0,159;-0,225;-0,175;0,050
55,597;-0,161;-0,227;-0,177;0,050
55,664;-0,163;-0,230;-0,180;0,050
55,780;-0,166;-0,232;-0,182;0,050
55,844;-0,166;-0,232;-0,182;0,050
55,939;-0,168;-0,234;-0,184;0,050
56,013;-0,170;-0,236;-0,186;0,050
56,090;-0,172;-0,238;-0,188;0,050
56,147;-0,173;-0,240;-0,190;0,050
56,216;-0,173;-0,240;-0,190;0,050
56,293;-0,175;-0,241;-0,191;0,050
56,359;-0,177;-0,243;-0,193;0,050
56,436;-0,177;-0,243;-0,193;0,050
56,511;-0,178;-0,244;-0,194;0,050
56,603;-0,179;-0,245;-0,195;0,050
56,863;-0,182;-0,249;-0,199;0,050
56,968;-0,183;-0,249;-0,199;0,050
57,061;-0,184;-0,250;-0,200;0,050
57,147;-0,185;-0,251;-0,201;0,050
57,220;-0,185;-0,251;-0,201;0,050
57,298;-0,185;-0,251;-0,201;0,050
57,376;-0,185;-0,252;-0,202;0,050
57,510;-0,185;-0,252;-0,202;0,050
57,576;-0,186;-0,252;-0,202;0,050
57,661;-0,185;-0,252;-0,202;0,050
57,723;-0,185;-0,252;-0,202;0,050
57,782;-0,185;-0,252;-0,202;0,050
57,890;-0,185;-0,251;-0,201;0,050
57,960;-0,185;-0,251;-0,201;0,050
58,071;-0,184;-0,250;-0,200;0,050
58,193;-0,183;-0,250;-0,200;0,050
58,307;-0,182;-0,249;-0,199;0,050
58,379;-0,182;-0,248;-0,198;0,050
58,465;-0,180;-0,247;-0,197;0,050
58,543;-0,180;-0,247;-0,197;0,050
58,643;-0,179;-0,246;-0,196;0,050
58,713;-0,178;-0,244;-0,194;0,050
58,846;-0,175;-0,241;-0,191;0,050
58,976;-0,173;-0,240;-0,190;0,050
59,076;-0,172;-0,238;-0,188;0,050
59,150;-0,170;-0,236;-0,186;0,050
59,233;-0,170;-0,236;-0,186;0,050
59,374;-0,166;-0,232;-0,182;0,050
59,528;-0,164;-0,230;-0,180;0,050
59,662;-0,159;-0,225;-0,175;0,050
59,783;-0,156;-0,223;-0,173;0,050
59,927;-0,154;-0,220;-0,170;0,050
60,046;-0,149;-0,215;-0,165;0,050
60,151;-0,146;-0,212;-0,162;0,050
60,231;-0,146;-0,212;-0,162;0,050
60,333;-0,143;-0,209;-0,159;0,050
60,405;-0,140;-0,206;-0,156;0,050
60,508;-0,137;-0,203;-0,153;0,050
60,584;-0,134;-0,200;-0,150;0,050
60,663;-0,131;-0,197;-0,147;0,050
60,736;-0,131;-0,197;-0,147;0,050
60,810;-0,127;-0,194;-0,144;0,050
60,862;-0,124;-0,190;-0,140;0,050
60,934;-0,124;-0,190;-0,140;0,050
61,026;-0,121;-0,187;-0,137;0,050
61,090;-0,118;-0,184;-0,134;0,050
61,170;-0,114;-0,180;-0,130;0,050
61,240;-0,114;-0,180;-0,130;0,050
61,336;-0,111;-0,177;-0,127;0,050
61,425;-0,107;-0,173;-0,123;0,050
61,524;-0,104;-0,170;-0,120;0,050
61,586;-0,100;-0,166;-0,116;0,050
61,668;-0,097;-0,163;-0,113;0,050
61,740;-0,097;-0,163;-0,113;0,050
61,819;-0,093;-0,159;-0,109;0,050
61,875;-0,090;-0,156;-0,106;0,050
61,940;-0,090;-0,156;-0,106;0,050
62,273;-0,075;-0,142;-0,092;0,050
62,382;-0,072;-0,138;-0,088;0,050
62,446;-0,068;-0,135;-0,085;0,050
62,528;-0,068;-0,135;-0,085;0,050
62,593;-0,065;-0,131;-0,081;0,050
62,927;-0,055;-0,121;-0,071;0,050
63,035;-0,051;-0,117;-0,067;0,050
63,096;-0,048;-0,114;-0,064;0,050
63,171;-0,045;-0,111;-0,061;0,050
63,238;-0,045;-0,111;-0,061;0,050
63,294;-0,041;-0,108;-0,058;0,050
63,370;-0,038;-0,104;-0,054;0,050
63,436;-0,038;-0,104;-0,054;0,050
63,518;-0,035;-0,101;-0,051;0,050
63,594;-0,032;-0,098;-0,048;0,050
63,654;-0,029;-0,095;-0,045;0,050
63,727;-0,029;-0,095;-0,045;0,050
63,812;-0,026;-0,092;-0,042;0,050
63,876;-0,023;-0,090;-0,040;0,050
63,952;-0,021;-0,087;-0,037;0,050
64,026;-0,021;-0,087;-0,037;0,050
64,081;-0,018;-0,084;-0,034;0,050
64,153;-0,015;-0,082;-0,032;0,050
64,230;-0,015;-0,082;-0,032;0,050
64,291;-0,013;-0,079;-0,029;0,050
64,362;-0,010;-0,077;-0,027;0,050
64,442;-0,010;-0,077;-0,027;0,050
64,497;-0,008;-0,074;-0,024;0,050
64,830;-0,002;-0,068;-0,018;0,050
64,930;0,000;-0,066;-0,016;0,050
64,992;0,002;-0,064;-0,014;0,050
65,072;0,004;-0,063;-0,013;0,050
65,141;0,004;-0,063;-0,013;0,050
65,200;0,005;-0,061;-0,011;0,050
65,272;0,007;-0,060;-0,010;0,050
65,341;0,007;-0,060;-0,010;0,050
65,402;0,008;-0,058;-0,008;0,050
65,480;0,009;-0,057;-0,007;0,050
65,553;0,010;-0,056;-0,006;0,050
65,626;0,010;-0,056;-0,006;0,050
65,685;0,011;-0,055;-0,005;0,050
65,758;0,012;-0,054;-0,004;0,050
65,837;0,012;-0,054;-0,004;0,050
65,902;0,013;-0,054;-0,004;0,050
66,235;0,014;-0,052;-0,002;0,050
66,341;0,014;-0,052;-0,002;0,050
66,408;0,014;-0,052;-0,002;0,050
66,487;0,014;-0,052;-0,002;0,050
66,557;0,014;-0,052;-0,002;0,050
66,635;0,014;-0,052;-0,002;0,050
66,697;0,014;-0,052;-0,002;0,050
66,766;0,014;-0,053;-0,003;0,050
66,833;0,014;-0,053;-0,003;0,050
66,886;0,013;-0,053;-0,003;0,050
66,950;0,012;-0,054;-0,004;0,050
67,032;0,012;-0,054;-0,004;0,050
67,086;0,012;-0,055;-0,005;0,050
67,153;0,011;-0,056;-0,006;0,050
67,231;0,011;-0,056;-0,006;0,050
67,288;0,010;-0,057;-0,007;0,050
67,350;0,009;-0,058;-0,008;0,050
67,426;0,009;-0,058;-0,008;0,050
67,497;0,007;-0,059;-0,009;0,050
67,558;0,006;-0,060;-0,010;0,050
67,635;0,006;-0,060;-0,010;0,050
67,703;0,004;-0,062;-0,012;0,050
67,760;0,003;-0,063;-0,013;0,050
67,844;0,003;-0,063;-0,013;0,050
67,912;0,001;-0,065;-0,015;0,050
68,002;-0,001;-0,067;-0,017;0,050
68,065;-0,003;-0,069;-0,019;0,050
68,144;-0,003;-0,069;-0,019;0,050
68,205;-0,005;-0,071;-0,021;0,050
68,264;-0,007;-0,073;-0,023;0,050
68,337;-0,007;-0,073;-0,023;0,050
68,407;-0,009;-0,075;-0,025;0,050
68,471;-0,012;-0,078;-0,028;0,050
68,546;-0,014;-0,080;-0,030;0,050
68,612;-0,014;-0,080;-0,030;0,050
68,672;-0,017;-0,083;-0,033;0,050
68,747;-0,019;-0,085;-0,035;0,050
69,081;-0,028;-0,094;-0,044;0,050
69,187;-0,030;-0,097;-0,047;0,050
69,253;-0,033;-0,100;-0,050;0,050
69,331;-0,033;-0,100;-0,050;0,050
69,397;-0,037;-0,103;-0,053;0,050
69,457;-0,040;-0,106;-0,056;0,050
69,532;-0,040;-0,106;-0,056;0,050
69,603;-0,043;-0,109;-0,059;0,050
69,669;-0,046;-0,112;-0,062;0,050
69,748;-0,049;-0,116;-0,066;0,050
69,823;-0,049;-0,116;-0,066;0,050
70,156;-0,063;-0,129;-0,079;0,050
70,266;-0,066;-0,133;-0,083;0,050
70,332;-0,066;-0,133;-0,083;0,050
70,431;-0,070;-0,136;-0,086;0,050
70,504;-0,074;-0,140;-0,090;0,050
70,598;-0,077;-0,143;-0,093;0,050
70,668;-0,081;-0,147;-0,097;0,050
70,762;-0,084;-0,150;-0,100;0,050
70,824;-0,084;-0,150;-0,100;0,050
70,896;-0,088;-0,154;-0,104;0,050
70,966;-0,091;-0,158;-0,108;0,050
71,031;-0,091;-0,158;-0,108;0,050
71,110;-0,095;-0,161;-0,111;0,050
71,178;-0,098;-0,165;-0,115;0,050
71,247;-0,102;-0,168;-0,118;0,050
71,325;-0,102;-0,168;-0,118;0,050
71,388;-0,105;-0,172;-0,122;0,050
71,721;-0,116;-0,182;-0,132;0,050
71,832;-0,119;-0,185;-0,135;0,050
71,889;-0,122;-0,189;-0,139;0,050
71,964;-0,126;-0,192;-0,142;0,050
72,035;-0,126;-0,192;-0,142;0,050
72,101;-0,129;-0,195;-0,145;0,050
72,187;-0,132;-0,198;-0,148;0,050
72,266;-0,135;-0,202;-0,152;0,050
72,349;-0,138;-0,205;-0,155;0,050
72,419;-0,138;-0,205;-0,155;0,050
72,511;-0,141;-0,208;-0,158;0,050
72,578;-0,144;-0,210;-0,160;0,050
72,651;-0,147;-0,213;-0,163;0,050
72,722;-0,147;-0,213;-0,163;0,050
72,789;-0,150;-0,216;-0,166;0,050
72,865;-0,153;-0,219;-0,169;0,050
72,932;-0,153;-0,219;-0,169;0,050
73,266;-0,162;-0,229;-0,179;0,050
73,374;-0,165;-0,231;-0,181;0,050
73,438;-0,165;-0,231;-0,181;0,050
73,520;-0,167;-0,233;-0,183;0,050
73,592;-0,169;-0,235;-0,185;0,050
73,674;-0,171;-0,237;-0,187;0,050
73,740;-0,171;-0,237;-0,187;0,050
73,827;-0,173;-0,239;-0,189;0,050
73,910;-0,174;-0,240;-0,190;0,050
73,973;-0,176;-0,242;-0,192;0,050
74,045;-0,177;-0,244;-0,194;0,050
74,131;-0,177;-0,244;-0,194;0,050
74,198;-0,179;-0,245;-0,195;0,050
74,284;-0,180;-0,246;-0,196;0,050
74,349;-0,181;-0,247;-0,197;0,050
74,437;-0,181;-0,247;-0,197;0,050
74,515;-0,182;-0,248;-0,198;0,050
74,588;-0,183;-0,249;-0,199;0,050
74,651;-0,184;-0,250;-0,200;0,050
74,721;-0,184;-0,250;-0,200;0,050
74,796;-0,184;-0,251;-0,201;0,050
74,852;-0,185;-0,251;-0,201;0,050
74,919;-0,185;-0,251;-0,201;0,050
74,991;-0,185;-0,251;-0,201;0,050
75,049;-0,185;-0,252;-0,202;0,050
75,110;-0,185;-0,252;-0,202;0,050
75,194;-0,186;-0,252;-0,202;0,050
75,252;-0,186;-0,252;-0,202;0,050
75,312;-0,186;-0,252;-0,202;0,050
75,396;-0,185;-0,252;-0,202;0,050
75,454;-0,185;-0,251;-0,201;0,050
75,519;-0,185;-0,251;-0,201;0,050
75,652;-0,184;-0,251;-0,201;0,050
75,735;-0,184;-0,251;-0,201;0,050
75,843;-0,184;-0,250;-0,200;0,050
75,910;-0,183;-0,249;-0,199;0,050
75,993;-0,182;-0,248;-0,198;0,050
76,064;-0,181;-0,247;-0,197;0,050
76,157;-0,180;-0,246;-0,196;0,050
76,230;-0,180;-0,246;-0,196;0,050
76,330;-0,179;-0,245;-0,195;0,050
76,393;-0,177;-0,244;-0,194;0,050
76,469;-0,176;-0,242;-0,192;0,050
76,532;-0,176;-0,242;-0,192;0,050
76,589;-0,174;-0,240;-0,190;0,050
76,668;-0,173;-0,239;-0,189;0,050
76,724;-0,173;-0,239;-0,189;0,050
76,791;-0,171;-0,237;-0,187;0,050
76,864;-0,169;-0,235;-0,185;0,050
76,924;-0,169;-0,235;-0,185;0,050
76,985;-0,167;-0,233;-0,183;0,050
77,071;-0,165;-0,231;-0,181;0,050
77,197;-0,162;-0,229;-0,179;0,050
77,282;-0,160;-0,226;-0,176;0,050
77,340;-0,160;-0,226;-0,176;0,050
77,404;-0,158;-0,224;-0,174;0,050
77,510;-0,155;-0,221;-0,171;0,050
77,580;-0,153;-0,219;-0,169;0,050
77,665;-0,150;-0,216;-0,166;0,050
77,739;-0,150;-0,216;-0,166;0,050
77,823;-0,147;-0,213;-0,163;0,050
77,882;-0,144;-0,210;-0,160;0,050
77,956;-0,141;-0,208;-0,158;0,050
78,032;-0,141;-0,208;-0,158;0,050
78,091;-0,138;-0,205;-0,155;0,050
78,171;-0,135;-0,202;-0,152;0,050
78,249;-0,132;-0,198;-0,148;0,050
78,310;-0,132;-0,198;-0,148;0,050
78,389;-0,129;-0,195;-0,145;0,050
78,477;-0,126;-0,192;-0,142;0,050
78,537;-0,126;-0,192;-0,142;0,050
78,615;-0,122;-0,189;-0,139;0,050
78,699;-0,119;-0,185;-0,135;0,050
78,766;-0,116;-0,182;-0,132;0,050
78,854;-0,112;-0,179;-0,129;0,050
78,971;-0,109;-0,175;-0,125;0,050
79,152;-0,102;-0,168;-0,118;0,050
79,272;-0,098;-0,165;-0,115;0,050
79,358;-0,095;-0,161;-0,111;0,050
79,463;-0,091;-0,158;-0,108;0,050
79,532;-0,091;-0,158;-0,108;0,050
79,629;-0,088;-0,154;-0,104;0,050
79,705;-0,084;-0,150;-0,100;0,050
79,854;-0,077;-0,143;-0,093;0,050
79,957;-0,074;-0,140;-0,090;0,050
80,031;-0,074;-0,140;-0,090;0,050
80,125;-0,070;-0,136;-0,086;0,050
80,208;-0,067;-0,133;-0,083;0,050
80,295;-0,063;-0,129;-0,079;0,050
80,364;-0,060;-0,126;-0,076;0,050
80,455;-0,056;-0,122;-0,072;0,050
80,517;-0,056;-0,122;-0,072;0,050
80,596;-0,053;-0,119;-0,069;0,050
80,676;-0,049;-0,116;-0,066;0,050
80,778;-0,046;-0,112;-0,062;0,050
80,847;-0,043;-0,109;-0,059;0,050
80,956;-0,040;-0,106;-0,056;0,050
81,026;-0,040;-0,106;-0,056;0,050
81,125;-0,037;-0,103;-0,053;0,050
81,219;-0,033;-0,100;-0,050;0,050
81,319;-0,030;-0,097;-0,047;0,050
81,391;-0,028;-0,094;-0,044;0,050
81,486;-0,025;-0,091;-0,041;0,050
81,548;-0,022;-0,088;-0,038;0,050
81,639;-0,022;-0,088;-0,038;0,050
81,715;-0,019;-0,085;-0,035;0,050
81,802;-0,017;-0,083;-0,033;0,050
81,863;-0,014;-0,080;-0,030;0,050
81,940;-0,014;-0,080;-0,030;0,050
82,024;-0,012;-0,078;-0,028;0,050
82,086;-0,009;-0,075;-0,025;0,050
82,162;-0,007;-0,073;-0,023;0,050
82,251;-0,005;-0,071;-0,021;0,050
82,320;-0,005;-0,071;-0,021;0,050
82,422;-0,003;-0,069;-0,019;0,050
82,489;-0,001;-0,067;-0,017;0,050
82,578;0,001;-0,065;-0,015;0,050
82,653;0,003;-0,064;-0,014;0,050
82,739;0,003;-0,064;-0,014;0,050
82,803;0,004;-0,062;-0,012;0,050
82,872;0,006;-0,060;-0,010;0,050
82,962;0,007;-0,059;-0,009;0,050
83,026;0,007;-0,059;-0,009;0,050
83,114;0,009;-0,058;-0,008;0,050
83,171;0,010;-0,057;-0,007;0,050
83,235;0,010;-0,057;-0,007;0,050
83,317;0,011;-0,056;-0,006;0,050
83,374;0,012;-0,055;-0,005;0,050
83,439;0,012;-0,055;-0,005;0,050
83,526;0,012;-0,054;-0,004;0,050
83,587;0,013;-0,053;-0,003;0,050
83,656;0,014;-0,053;-0,003;0,050
83,747;0,014;-0,052;-0,002;0,050
83,816;0,014;-0,052;-0,002;0,050
83,902;0,014;-0,052;-0,002;0,050
83,973;0,014;-0,052;-0,002;0,050
84,057;0,014;-0,052;-0,002;0,050
84,119;0,014;-0,052;-0,002;0,050
84,193;0,014;-0,052;-0,002;0,050
84,269;0,014;-0,052;-0,002;0,050
84,327;0,014;-0,052;-0,002;0,050
84,404;0,014;-0,052;-0,002;0,050
84,480;0,013;-0,053;-0,003;0,050
84,539;0,013;-0,053;-0,003;0,050
84,612;0,013;-0,054;-0,004;0,050
84,691;0,012;-0,054;-0,004;0,050
84,755;0,011;-0,055;-0,005;0,050
84,836;0,011;-0,055;-0,005;0,050
84,914;0,010;-0,056;-0,006;0,050
84,973;0,009;-0,057;-0,007;0,050
85,054;0,008;-0,058;-0,008;0,050
85,155;0,007;-0,060;-0,010;0,050
85,226;0,007;-0,060;-0,010;0,050
85,325;0,005;-0,061;-0,011;0,050
85,398;0,004;-0,063;-0,013;0,050
85,505;0,002;-0,064;-0,014;0,050
85,575;0,000;-0,066;-0,016;0,050
85,653;-0,002;-0,068;-0,018;0,050
85,711;-0,002;-0,068;-0,018;0,050
85,791;-0,004;-0,070;-0,020;0,050
85,867;-0,006;-0,072;-0,022;0,050
85,927;-0,006;-0,072;-0,022;0,050
85,997;-0,008;-0,074;-0,024;0,050
86,075;-0,010;-0,077;-0,027;0,050
